input_position,input_url,normalized_url,source_workbook,raw_url,hashed_at_utc,target_url_sha256,hash_mode,domain,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,admitted,admitted_to_holdout,kept_for_review_only,review_only_reason,survival_path,drop_path,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_matching_domain,best_score,score_margin,confidence_band,lexical_score,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,clip_similarity,favicon_hash_similarity,favicon_hash_distance,page_hash_similarity,page_hash_distance,domain_hash_similarity,domain_hash_distance,ssl_hash_similarity,ssl_hash_distance,typo_similarity,generic_token_only_match,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong,clip_corroborated,stage1_passthrough,domain_component,clip_component,hash_component,hash_anchor,review_reason,screenshot_path,favicon_hash_raw,ssl_hash_raw,html_hash_raw,page_hash_raw,domain_hash_raw,signal_hit_favicon,signal_hit_ssl_hash,signal_hit_html_hash,signal_hit_domain_hash
217,chillcollege.com,https://chillcollege.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://chillcollege.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k|generic_token_only,National Informatics Centre (NIC),cloud.gov.in,0.0,,,0.6167,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,chillcollege.com,,114,False,stage1_low_suspicion,0.0,,,,,,,,,0.3529,True,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
218,bluewaterpoolsusa.com,https://bluewaterpoolsusa.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://bluewaterpoolsusa.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,,0.5758,False,8,0,0,6,14,False,redirect_brand_match|final_domain_brand_match|js_redirect,False,False,False,1,0,bluewaterpoolsusa.com,,114,False,stage1_low_suspicion,0.0,,,,,,,,,0.3478,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
219,abx5n1n7.cc,https://abx5n1n7.cc,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,http://abx5n1n7.cc/index.html?shareName=abx5n1n7.cc,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,0.0,,,0.8333,False,0,0,0,6,6,False,image_heavy_low_text,False,False,False,0,1,abx5n1n7.cc,,7246,False,stage1_low_suspicion,0.0,,,,,,,,,0.6667,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
220,lml2vipaff05.cc,https://lml2vipaff05.cc,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://lml2vipaff05.cc/login,,,,False,False,False,,,stage1_suspected_non_escalated,stage1_http,stage1_suspected_non_escalated,False,,False,False,False,True,,,fallback_top_k,Vodafone Idea (VI),myvi.in,0.0,,,0.6667,False,0,32,0,6,38,False,password_field|login_form|auth_wording|multi_input_form|js_redirect,True,True,False,0,1,lml2vipaff05.cc,lmspeed.co,15300,False,stage1_suspected_non_escalated,0.0,,,,,,,,,0.375,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
221,bramclaw.my.id,https://bramclaw.my.id,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),abdm.gov.in,0.0,,,0.5972,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.3333,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
222,wildlayers.com,https://wildlayers.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://wildlayers.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Coal India,coalindiatenders.nic.in,0.0,,,0.6649,False,0,4,0,0,4,False,auth_wording,False,False,False,0,0,wildlayers.com,,17339,False,stage1_low_suspicion,0.0,,,,,,,,,0.4615,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
223,rosastoneeg.com,https://rosastoneeg.com,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Airtel,airtel.in,0.0,,,0.5934,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.3529,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
224,ezbrd.co,https://ezbrd.co,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://ezbrd.co,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,,0.6762,False,4,0,3,0,7,False,body_brand_match|suspicious_certificate,False,False,False,1,0,ezbrd.co,,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.5,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
225,connect2people360x.info,https://connect2people360x.info,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://connect2people360x.info,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.0,,,0.5889,False,0,0,0,0,0,False,,False,False,False,0,0,connect2people360x.info,,147,False,stage1_low_suspicion,0.0,,,,,,,,,0.3571,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
226,mis4624.cc,https://mis4624.cc,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Axis Bank,axis.bank.in,0.0,,,0.5952,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.3636,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
227,ncbackyardbouncers.com,https://ncbackyardbouncers.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://ncbackyardbouncers.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,netbanking.hdfcbank.com,0.0,,,0.6389,False,0,0,0,0,0,False,,False,False,False,0,0,ncbackyardbouncers.com,,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.4084,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
228,daisyfrost.com,https://daisyfrost.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://daisyfrost.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Axis Bank,axismf.com,0.0,,,0.6889,False,0,0,0,0,0,False,,False,False,False,0,0,daisyfrost.com,img1.wsimg.com,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.53,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
229,freedomroadfinancialdealerhub.com,https://freedomroadfinancialdealerhub.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://freedomroadfinancialdealerhub.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k|generic_token_only,Election Commision of India (ECI),eci.gov.in,0.0,,,0.6178,False,4,0,0,6,10,False,body_brand_match|js_redirect,False,False,False,1,0,freedomroadfinancialdealerhub.com,,10993,False,stage1_low_suspicion,0.0,,,,,,,,,0.25,True,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
230,di9rke.top,https://di9rke.top,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[SSL] unknown error (_ssl.c:1007),,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Airtel,airtel.in,0.0,,,0.6667,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.5,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
231,flydownloads.space,https://flydownloads.space,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://flydownloads.space,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,,0.6111,False,12,0,0,0,12,False,meta_brand_match|body_brand_match,False,False,False,1,0,flydownloads.space,,14155,False,stage1_low_suspicion,0.0,,,,,,,,,0.4762,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
232,sweetcookii.com,https://sweetcookii.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://sweetcookii.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,,0.6162,False,0,0,0,0,0,False,,False,False,False,0,0,sweetcookii.com,,1038,False,stage1_low_suspicion,0.0,,,,,,,,,0.4286,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
233,phoenixwanderlust.in,https://phoenixwanderlust.in,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://phoenixwanderlust.in,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),pnbindia.in,0.0,,,0.6454,False,0,4,6,0,10,False,auth_wording|suspicious_hosting_provider,False,False,False,0,0,phoenixwanderlust.in,,32012,False,stage1_low_suspicion,0.0,,,,,,,,,0.43,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
234,coastalcounselingcenter.org,https://coastalcounselingcenter.org,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Coal India,coalindiatenders.nic.in,0.0,,,0.69,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.5128,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
235,pulsefck.store,https://pulsefck.store,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1007),,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,hdfc.bank.in,0.0,,,0.5833,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.3333,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
236,oliveandjunes.store,https://oliveandjunes.store,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://www.aeropress.top/,,,,False,False,False,,,stage1_suspected_non_escalated,stage1_http,stage1_suspected_non_escalated,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),abdm.gov.in,0.0,,,0.6981,False,28,0,0,4,32,False,title_brand_match|body_brand_match|final_domain_changed,False,False,False,1,1,www.aeropress.top,www.aeropress.top,32768,False,stage1_suspected_non_escalated,0.0,,,,,,,,,0.5517,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
